Tissue,Group,Pathway,score
Parathyroid gland,Secretory,Selenoproteins,74.82000000000001
Parathyroid gland,Secretory,Complex II,83.4875
Parathyroid gland,Secretory,CII subunits,149.55
Parathyroid gland,Secretory,Ketone metabolism,58.6375
Parathyroid gland,Secretory,TIM23 presequence pathway,55.53333333333333
Parathyroid gland,Secretory,Translation factors,40.99375
Parathyroid gland,Secretory,Copper metabolism,141.82857142857142
Parathyroid gland,Secretory,mtRNA stability and decay,34.61176470588235
Parathyroid gland,Secretory,Biotin utilizing proteins,18.44
Parathyroid gland,Secretory,Chaperones,55.31875
Parathyroid gland,Secretory,Branched-chain amino acid dehydrogenase complex,44.93333333333334
Parathyroid gland,Secretory,Coenzyme Q metabolism,22.653846153846153
Parathyroid gland,Secretory,Immune response,36.18
Parathyroid gland,Secretory,NAD biosynthesis and metabolism,20.535714285714285
Parathyroid gland,Secretory,Glycine cleavage system,45.85
Parathyroid gland,Secretory,Complex V,2231.153846153846
Parathyroid gland,Secretory,CV subunits,2753.528571428571
Parathyroid gland,Secretory,Transcription,15.3125
Parathyroid gland,Secretory,Amidoxime reducing complex,68.025
Parathyroid gland,Secretory,SAM,67.3
Parathyroid gland,Secretory,Respirasome assembly,111.775
Parathyroid gland,Secretory,mtDNA modifications,6.4
Parathyroid gland,Secretory,ABC transporters,8.9125
Parathyroid gland,Secretory,Sulfur metabolism,36.836363636363636
Parathyroid gland,Secretory,Trafficking,30.71428571428571
Parathyroid gland,Secretory,Itaconate metabolism,68.88333333333333
Parathyroid gland,Secretory,Cytochromes,2413.95
Parathyroid gland,Secretory,fMet processing,1.8666666666666667
Parathyroid gland,Secretory,Import motor,13.8
Parathyroid gland,Secretory,Organelle contact sites,48.52857142857143
Parathyroid gland,Secretory,MICOS complex,50.1
Parathyroid gland,Secretory,Cristae formation,165.5909090909091
Parathyroid gland,Secretory,Sideroflexins,14.5
Parathyroid gland,Secretory,Serine metabolism,12.5
Parathyroid gland,Secretory,mt-mRNA modifications,14.275
Parathyroid gland,Secretory,Vitamin B6 metabolism,32.25
Parathyroid gland,Secretory,Fusion,27.855555555555554
Parathyroid gland,Secretory,Carnitine synthesis and transport,21.28333333333333
Parathyroid gland,Secretory,Carnitine shuttle,21.72
Parathyroid gland,Secretory,Glyoxylate metabolism,78.66250000000001
Parathyroid gland,Secretory,CIV subunits,5171.147619047619
Parathyroid gland,Secretory,Propanoate metabolism,37.675
Parathyroid gland,Secretory,Glycerol phosphate shuttle,20.6
Parathyroid gland,Secretory,Glutamate metabolism,28.5875
Parathyroid gland,Secretory,Tetrahydrobiopterin synthesis,34.03333333333333
Parathyroid gland,Secretory,Kynurenine metabolism,44.36666666666667
Parathyroid gland,Secretory,Molybdenum cofactor synthesis and proteins,40.22
Parathyroid gland,Secretory,Lipoate insertion,11.55
Parathyroid gland,Secretory,CV assembly factors,37.18
Parathyroid gland,Secretory,Iron homeostasis,357.41999999999996
Parathyroid gland,Secretory,Vitamin B1 metabolism,8.2
Parathyroid gland,Secretory,mtDNA stability and decay,7.766666666666667
Parathyroid gland,Secretory,MIA40,27.633333333333333
Parathyroid gland,Secretory,Creatine metabolism,10.775
Parathyroid gland,Secretory,Vitamin B2 metabolism,17
Parathyroid gland,Secretory,Vitamin B12 metabolism,34.45
Parathyroid gland,Secretory,Eicosanoid metabolism,66.93333333333334
Parathyroid gland,Secretory,CII assembly factors,17.425
Parathyroid gland,Secretory,OXA,106.2
Parathyroid gland,Secretory,Vitamin A metabolism,8.12
Pituitary gland,Secretory,Apoptosis,29.97142857142857
Pituitary gland,Secretory,Mitochondrial dynamics and surveillance,41.42980769230769
Pituitary gland,Secretory,Proteases,17.132142857142856
Pituitary gland,Secretory,Protein homeostasis,30.841176470588238
Pituitary gland,Secretory,"Protein import, sorting and homeostasis",36.29186046511628
Pituitary gland,Secretory,CI assembly factors,18.554545454545455
Pituitary gland,Secretory,Complex I,960.710606060606
Pituitary gland,Secretory,OXPHOS assembly factors,25.775
Pituitary gland,Secretory,OXPHOS,1003.8822485207103
Pituitary gland,Secretory,mtDNA nucleoid,18.9
Pituitary gland,Secretory,mtDNA maintenance,12.37741935483871
Pituitary gland,Secretory,Mitochondrial central dogma,20.96277056277056
Pituitary gland,Secretory,Nucleotide metabolism,37.464999999999996
Pituitary gland,Secretory,Nucleotide synthesis and processing,39.583333333333336
Pituitary gland,Secretory,Metabolism,71.67635574837314
Pituitary gland,Secretory,Type II fatty acid synthesis,20.2
Pituitary gland,Secretory,CI subunits,1431.7886363636367
Pituitary gland,Secretory,Fe-S cluster biosynthesis,29.9
Pituitary gland,Secretory,OXPHOS subunits,1647.376470588235
Pituitary gland,Secretory,Metals and cofactors,197.36639344262292
Pituitary gland,Secretory,Lipid metabolism,23.14308943089431
Pituitary gland,Secretory,Pyruvate metabolism,21.487499999999997
Pituitary gland,Secretory,Carbohydrate metabolism,21.915068493150685
Pituitary gland,Secretory,Malate-aspartate shuttle,31.166666666666668
Pituitary gland,Secretory,Urea cycle,1.9428571428571428
Pituitary gland,Secretory,SLC25A family,32.55882352941176
Pituitary gland,Secretory,EF hand proteins,21.80909090909091
Pituitary gland,Secretory,Calcium homeostasis,42.59583333333333
Pituitary gland,Secretory,Small molecule transport,29.177647058823528
Pituitary gland,Secretory,Signaling,33.53958333333333
Pituitary gland,Secretory,Amino acid metabolism,20.534444444444446
Pituitary gland,Secretory,Cytochrome C,32.95
Pituitary gland,Secretory,Heme synthesis and processing,10.15625
Pituitary gland,Secretory,Mitochondrial permeability transition pore,74.11428571428571
Pituitary gland,Secretory,Nucleotide import,48.15
Pituitary gland,Secretory,Calcium uniporter,13.450000000000001
Pituitary gland,Secretory,Calcium cycle,35.96666666666667
Pituitary gland,Secretory,mtDNA replication,11.121428571428572
Pituitary gland,Secretory,mtDNA repair,12.977777777777778
Pituitary gland,Secretory,Fatty acid oxidation,24.397727272727273
Pituitary gland,Secretory,Protein import and sorting,38.21875
Pituitary gland,Secretory,TIM22 carrier pathway,11.2
Pituitary gland,Secretory,Phospholipid metabolism,18.047826086956523
Pituitary gland,Secretory,Complex IV,905.119607843137
Pituitary gland,Secretory,CIV assembly factors,26.10333333333333
Pituitary gland,Secretory,Polycistronic mtRNA processing,16.484615384615385
Pituitary gland,Secretory,mtRNA metabolism,13.45921052631579
Pituitary gland,Secretory,Intramitochondrial membrane interactions,16.177777777777777
Pituitary gland,Secretory,Lysine metabolism,29.200000000000003
Pituitary gland,Secretory,ROS and glutathione metabolism,76.88148148148147
Pituitary gland,Secretory,Xenobiotic metabolism,23.21304347826087
Pituitary gland,Secretory,Detoxification,50.26470588235294
Pituitary gland,Secretory,Preprotein cleavage,21.65
Pituitary gland,Secretory,CIII subunits,1252.39
Pituitary gland,Secretory,Complex III,791.3812499999999
Pituitary gland,Secretory,CIII assembly factors,23.03333333333333
Pituitary gland,Secretory,mt-tRNA synthetases,11.913636363636364
Pituitary gland,Secretory,Translation,25.438709677419354
Pituitary gland,Secretory,Electron carriers,795.72
Pituitary gland,Secretory,"Q-linked reactions, other",13.572727272727272
Pituitary gland,Secretory,Choline and betaine metabolism,17.32857142857143
Pituitary gland,Secretory,Glycine metabolism,15.82
Pituitary gland,Secretory,Folate and 1-C metabolism,11.457142857142857
Pituitary gland,Secretory,Vitamin metabolism,13.024489795918367
Pituitary gland,Secretory,Vitamin D metabolism,2.75
Pituitary gland,Secretory,Heme-containing proteins,1491.3999999999999
Pituitary gland,Secretory,Fe-S-containing proteins,34.96774193548387
Pituitary gland,Secretory,Vitamin C metabolism,26.15
Pituitary gland,Secretory,TOM,99.14444444444445
Pituitary gland,Secretory,Cardiolipin synthesis,18.96875
Pituitary gland,Secretory,mt-rRNA modifications,11.222222222222223
Pituitary gland,Secretory,Mitochondrial ribosome assembly,10.491666666666667
Pituitary gland,Secretory,mtRNA granules,14.007142857142856
Pituitary gland,Secretory,mt-tRNA modifications,10.713636363636363
Pituitary gland,Secretory,Mitochondrial ribosome,33.986746987951804
Pituitary gland,Secretory,Mitophagy,94.81428571428572
Pituitary gland,Secretory,Autophagy,79.12222222222222
Pituitary gland,Secretory,GABA metabolism,25.1
Pituitary gland,Secretory,Proline metabolism,29.466666666666665
Pituitary gland,Secretory,Gluconeogenesis,31.444444444444443
Pituitary gland,Secretory,TCA-associated,20.22
Pituitary gland,Secretory,TCA cycle,33.415
Pituitary gland,Secretory,Fission,27.51333333333334
Pituitary gland,Secretory,Cholesterol-associated,42.45
Pituitary gland,Secretory,Coenzyme A metabolism,12.2
Pituitary gland,Secretory,Catechol metabolism,26.400000000000002
Pituitary gland,Secretory,cAMP-PKA signaling,18.1
Pituitary gland,Secretory,"Cholesterol, bile acid, steroid synthesis",22.27857142857143
Pituitary gland,Secretory,Branched-chain amino acid metabolism,25.396
Pituitary gland,Secretory,Selenoproteins,105.6
Pituitary gland,Secretory,Complex II,32.075
Pituitary gland,Secretory,CII subunits,44.625
Pituitary gland,Secretory,Ketone metabolism,21.2625
Pituitary gland,Secretory,TIM23 presequence pathway,50.83333333333333
Pituitary gland,Secretory,Translation factors,25.25
Pituitary gland,Secretory,Copper metabolism,58.7
Pituitary gland,Secretory,mtRNA stability and decay,18.970588235294116
Pituitary gland,Secretory,Biotin utilizing proteins,12.04
Pituitary gland,Secretory,Chaperones,42.875
Pituitary gland,Secretory,Branched-chain amino acid dehydrogenase complex,14.716666666666667
Pituitary gland,Secretory,Coenzyme Q metabolism,17.684615384615384
Pituitary gland,Secretory,Immune response,32.98
Pituitary gland,Secretory,NAD biosynthesis and metabolism,12.45
Pituitary gland,Secretory,Glycine cleavage system,14.85
Pituitary gland,Secretory,Complex V,1806.5615384615385
Pituitary gland,Secretory,CV subunits,2232.7333333333336
Pituitary gland,Secretory,Transcription,13.0875
Pituitary gland,Secretory,Amidoxime reducing complex,45.95
Pituitary gland,Secretory,SAM,24.933333333333334
Pituitary gland,Secretory,Respirasome assembly,91.8
Pituitary gland,Secretory,mtDNA modifications,5.2
Pituitary gland,Secretory,ABC transporters,8.3375
Pituitary gland,Secretory,Sulfur metabolism,25.627272727272725
Pituitary gland,Secretory,Trafficking,24.82857142857143
Pituitary gland,Secretory,Itaconate metabolism,15.866666666666667
Pituitary gland,Secretory,Cytochromes,2946.625
Pituitary gland,Secretory,fMet processing,3.7
Pituitary gland,Secretory,Import motor,14.45
Pituitary gland,Secretory,Organelle contact sites,39.32142857142857
Pituitary gland,Secretory,MICOS complex,24.685714285714287
Pituitary gland,Secretory,Cristae formation,77.58181818181819
Pituitary gland,Secretory,Sideroflexins,10.02
Pituitary gland,Secretory,Serine metabolism,10.72
Pituitary gland,Secretory,mt-mRNA modifications,10.700000000000001
Pituitary gland,Secretory,Vitamin B6 metabolism,12.8
Pituitary gland,Secretory,Fusion,17.488888888888887
Pituitary gland,Secretory,Carnitine synthesis and transport,15.1
Pituitary gland,Secretory,Carnitine shuttle,17.04
Pituitary gland,Secretory,Glyoxylate metabolism,32.387499999999996
Pituitary gland,Secretory,CIV subunits,2160.8571428571427
Pituitary gland,Secretory,Propanoate metabolism,16.075
Pituitary gland,Secretory,Glycerol phosphate shuttle,5.5
Pituitary gland,Secretory,Glutamate metabolism,17.85
Pituitary gland,Secretory,Tetrahydrobiopterin synthesis,15.933333333333334
Pituitary gland,Secretory,Kynurenine metabolism,20.833333333333332
Pituitary gland,Secretory,Molybdenum cofactor synthesis and proteins,9.459999999999999
Pituitary gland,Secretory,Lipoate insertion,6.825
Pituitary gland,Secretory,CV assembly factors,16.64
Pituitary gland,Secretory,Iron homeostasis,444.28000000000003
Pituitary gland,Secretory,Vitamin B1 metabolism,4.8
Pituitary gland,Secretory,mtDNA stability and decay,8.033333333333333
Pituitary gland,Secretory,MIA40,14.766666666666666
Pituitary gland,Secretory,Creatine metabolism,7.8
Pituitary gland,Secretory,Vitamin B2 metabolism,12.933333333333334
Pituitary gland,Secretory,Vitamin B12 metabolism,18.025
Pituitary gland,Secretory,Eicosanoid metabolism,50.03333333333333
Pituitary gland,Secretory,CII assembly factors,19.525
Pituitary gland,Secretory,OXA,27.7
Pituitary gland,Secretory,Vitamin A metabolism,9.32
Placenta,Reproductive,Apoptosis,31.11714285714286
Placenta,Reproductive,Mitochondrial dynamics and surveillance,30.849038461538463
Placenta,Reproductive,Proteases,15.285714285714286
Placenta,Reproductive,Protein homeostasis,27.45294117647059
Placenta,Reproductive,"Protein import, sorting and homeostasis",29.830232558139535
Placenta,Reproductive,CI assembly factors,11.4
Placenta,Reproductive,Complex I,542.0151515151517
Placenta,Reproductive,OXPHOS assembly factors,15.725000000000001
Placenta,Reproductive,OXPHOS,532.2544378698225
Placenta,Reproductive,mtDNA nucleoid,15.245454545454548
Placenta,Reproductive,mtDNA maintenance,11.312903225806451
Placenta,Reproductive,Mitochondrial central dogma,17.166666666666668
Placenta,Reproductive,Nucleotide metabolism,28.470000000000002
Placenta,Reproductive,Nucleotide synthesis and processing,28.6375
Placenta,Reproductive,Metabolism,60.14533622559655
Placenta,Reproductive,Type II fatty acid synthesis,10.3
Placenta,Reproductive,CI subunits,807.3227272727274
Placenta,Reproductive,Fe-S cluster biosynthesis,19.67391304347826
Placenta,Reproductive,OXPHOS subunits,871.6147058823536
Placenta,Reproductive,Metals and cofactors,164.22868852459015
Placenta,Reproductive,Lipid metabolism,21.173170731707316
Placenta,Reproductive,Pyruvate metabolism,23.61875
Placenta,Reproductive,Carbohydrate metabolism,22.735616438356164
Placenta,Reproductive,Malate-aspartate shuttle,19.95
Placenta,Reproductive,Urea cycle,3.5571428571428574
Placenta,Reproductive,SLC25A family,19.123529411764704
Placenta,Reproductive,EF hand proteins,19.336363636363636
Placenta,Reproductive,Calcium homeostasis,38.862500000000004
Placenta,Reproductive,Small molecule transport,19.641176470588235
Placenta,Reproductive,Signaling,31.179166666666667
Placenta,Reproductive,Amino acid metabolism,20.66222222222222
Placenta,Reproductive,Cytochrome C,28.25
Placenta,Reproductive,Heme synthesis and processing,13.1
Placenta,Reproductive,Mitochondrial permeability transition pore,69.51428571428572
Placenta,Reproductive,Nucleotide import,34.32000000000001
Placenta,Reproductive,Calcium uniporter,13.583333333333334
Placenta,Reproductive,Calcium cycle,32.06666666666667
Placenta,Reproductive,mtDNA replication,11.928571428571429
Placenta,Reproductive,mtDNA repair,13.177777777777777
Placenta,Reproductive,Fatty acid oxidation,21.886363636363637
Placenta,Reproductive,Protein import and sorting,28.875
Placenta,Reproductive,TIM22 carrier pathway,7.233333333333333
Placenta,Reproductive,Phospholipid metabolism,17.343478260869563
Placenta,Reproductive,Complex IV,639.6980392156861
Placenta,Reproductive,CIV assembly factors,18.553333333333335
Placenta,Reproductive,Polycistronic mtRNA processing,15.561538461538461
Placenta,Reproductive,mtRNA metabolism,13.197368421052632
Placenta,Reproductive,Intramitochondrial membrane interactions,16.133333333333333
Placenta,Reproductive,Lysine metabolism,30.75
Placenta,Reproductive,ROS and glutathione metabolism,55.34074074074074
Placenta,Reproductive,Xenobiotic metabolism,20.230434782608693
Placenta,Reproductive,Detoxification,38.247058823529414
Placenta,Reproductive,Preprotein cleavage,27.862499999999997
Placenta,Reproductive,CIII subunits,599.25
Placenta,Reproductive,Complex III,378.80625000000003
Placenta,Reproductive,CIII assembly factors,11.4
Placenta,Reproductive,mt-tRNA synthetases,13.118181818181819
Placenta,Reproductive,Translation,20.22774193548387
Placenta,Reproductive,Electron carriers,380.0466666666667
Placenta,Reproductive,"Q-linked reactions, other",15.60909090909091
Placenta,Reproductive,Choline and betaine metabolism,24.385714285714286
Placenta,Reproductive,Glycine metabolism,20.673333333333332
Placenta,Reproductive,Folate and 1-C metabolism,10.31904761904762
Placenta,Reproductive,Vitamin metabolism,13.553061224489795
Placenta,Reproductive,Vitamin D metabolism,7.8
Placenta,Reproductive,Heme-containing proteins,1258.1846153846154
Placenta,Reproductive,Fe-S-containing proteins,22.296774193548387
Placenta,Reproductive,Vitamin C metabolism,27.65
Placenta,Reproductive,TOM,66.25555555555556
Placenta,Reproductive,Cardiolipin synthesis,15
Placenta,Reproductive,mt-rRNA modifications,11.9
Placenta,Reproductive,Mitochondrial ribosome assembly,12.5875
Placenta,Reproductive,mtRNA granules,13.039285714285715
Placenta,Reproductive,mt-tRNA modifications,9.39090909090909
Placenta,Reproductive,Mitochondrial ribosome,24.716867469879517
Placenta,Reproductive,Mitophagy,47.42857142857143
Placenta,Reproductive,Autophagy,42.6
Placenta,Reproductive,GABA metabolism,17.8
Placenta,Reproductive,Proline metabolism,24.349999999999998
Placenta,Reproductive,Gluconeogenesis,16.444444444444443
Placenta,Reproductive,TCA-associated,12.739999999999998
Placenta,Reproductive,TCA cycle,41.115
Placenta,Reproductive,Fission,16.766666666666666
Placenta,Reproductive,Cholesterol-associated,48.349999999999994
Placenta,Reproductive,Coenzyme A metabolism,9.98
Placenta,Reproductive,Catechol metabolism,53.2
Placenta,Reproductive,cAMP-PKA signaling,8.2
Placenta,Reproductive,"Cholesterol, bile acid, steroid synthesis",16.871428571428574
Placenta,Reproductive,Branched-chain amino acid metabolism,23.215999999999998
Placenta,Reproductive,Selenoproteins,64.6
Placenta,Reproductive,Complex II,37.95
Placenta,Reproductive,CII subunits,64.125
Placenta,Reproductive,Ketone metabolism,18.375
Placenta,Reproductive,TIM23 presequence pathway,31.53333333333333
Placenta,Reproductive,Translation factors,19.981250000000003
Placenta,Reproductive,Copper metabolism,43.599999999999994
Placenta,Reproductive,mtRNA stability and decay,19.694117647058825
Placenta,Reproductive,Biotin utilizing proteins,7.74
Placenta,Reproductive,Chaperones,43.90625
Placenta,Reproductive,Branched-chain amino acid dehydrogenase complex,17.133333333333333
Placenta,Reproductive,Coenzyme Q metabolism,10.138461538461538
Placenta,Reproductive,Immune response,55.06
Placenta,Reproductive,NAD biosynthesis and metabolism,9.528571428571428
Placenta,Reproductive,Glycine cleavage system,21.8
Placenta,Reproductive,Complex V,579.5
Placenta,Reproductive,CV subunits,714.7142857142858
Placenta,Reproductive,Transcription,10.575
Placenta,Reproductive,Amidoxime reducing complex,53.025000000000006
Placenta,Reproductive,SAM,22.366666666666667
Placenta,Reproductive,Respirasome assembly,44.225
Placenta,Reproductive,mtDNA modifications,5.9
Placenta,Reproductive,ABC transporters,6.375
Placenta,Reproductive,Sulfur metabolism,11.518181818181818
Placenta,Reproductive,Trafficking,16.014285714285716
Placenta,Reproductive,Itaconate metabolism,20.96666666666667
Placenta,Reproductive,Cytochromes,1382.25
Placenta,Reproductive,fMet processing,1.1
Placenta,Reproductive,Import motor,8.3
Placenta,Reproductive,Organelle contact sites,25.70714285714286
Placenta,Reproductive,MICOS complex,18.414285714285715
Placenta,Reproductive,Cristae formation,48.163636363636364
Placenta,Reproductive,Sideroflexins,10.5
Placenta,Reproductive,Serine metabolism,14.98
Placenta,Reproductive,mt-mRNA modifications,9.775
Placenta,Reproductive,Vitamin B6 metabolism,13.65
Placenta,Reproductive,Fusion,15.2
Placenta,Reproductive,Carnitine synthesis and transport,10.266666666666666
Placenta,Reproductive,Carnitine shuttle,10.62
Placenta,Reproductive,Glyoxylate metabolism,46.85
Placenta,Reproductive,CIV subunits,1527.0476190476193
Placenta,Reproductive,Propanoate metabolism,18.1
Placenta,Reproductive,Glycerol phosphate shuttle,6.8
Placenta,Reproductive,Glutamate metabolism,15.937499999999998
Placenta,Reproductive,Tetrahydrobiopterin synthesis,7.433333333333334
Placenta,Reproductive,Kynurenine metabolism,18.233333333333334
Placenta,Reproductive,Molybdenum cofactor synthesis and proteins,16.8
Placenta,Reproductive,Lipoate insertion,9.149999999999999
Placenta,Reproductive,CV assembly factors,11.6
Placenta,Reproductive,Iron homeostasis,377.76
Placenta,Reproductive,Vitamin B1 metabolism,12.2
Placenta,Reproductive,mtDNA stability and decay,6.466666666666667
Placenta,Reproductive,MIA40,10.4
Placenta,Reproductive,Creatine metabolism,24.65
Placenta,Reproductive,Vitamin B2 metabolism,12.633333333333333
Placenta,Reproductive,Vitamin B12 metabolism,24.6
Placenta,Reproductive,Eicosanoid metabolism,73.76666666666667
Placenta,Reproductive,CII assembly factors,11.775
Placenta,Reproductive,OXA,38.3
Placenta,Reproductive,Vitamin A metabolism,6.52
Pons,CNS,Apoptosis,78.78
Pons,CNS,Mitochondrial dynamics and surveillance,79.32307692307693
Pons,CNS,Proteases,17.057142857142857
Pons,CNS,Protein homeostasis,38.9
Pons,CNS,"Protein import, sorting and homeostasis",49.78488372093023
Pons,CNS,CI assembly factors,28.81818181818182
Pons,CNS,Complex I,7405.636363636362
Pons,CNS,OXPHOS assembly factors,35.72352941176471
Pons,CNS,OXPHOS,7102.740828402372
Pons,CNS,mtDNA nucleoid,20.018181818181816
Pons,CNS,mtDNA maintenance,16.15806451612903
Pons,CNS,Mitochondrial central dogma,27.374025974025976
Pons,CNS,Nucleotide metabolism,49.1725
Pons,CNS,Nucleotide synthesis and processing,47.5625
Pons,CNS,Metabolism,574.0702819956608
Pons,CNS,Type II fatty acid synthesis,21.577777777777776
Pons,CNS,CI subunits,11094.045454545454
Pons,CNS,Fe-S cluster biosynthesis,33.4304347826087
Pons,CNS,OXPHOS subunits,11745.012745098036
Pons,CNS,Metals and cofactors,2056.1155737704926
Pons,CNS,Lipid metabolism,35.177235772357726
Pons,CNS,Pyruvate metabolism,29.88125
Pons,CNS,Carbohydrate metabolism,34.62602739726027
Pons,CNS,Malate-aspartate shuttle,37.78333333333333
Pons,CNS,Urea cycle,4.785714285714286
Pons,CNS,SLC25A family,36.668627450980395
Pons,CNS,EF hand proteins,54.1
Pons,CNS,Calcium homeostasis,60.5875
Pons,CNS,Small molecule transport,35.125882352941176
Pons,CNS,Signaling,50.33541666666667
Pons,CNS,Amino acid metabolism,39.02888888888889
Pons,CNS,Cytochrome C,43.25
Pons,CNS,Heme synthesis and processing,15.03125
Pons,CNS,Mitochondrial permeability transition pore,92.8
Pons,CNS,Nucleotide import,53.36
Pons,CNS,Calcium uniporter,16.599999999999998
Pons,CNS,Calcium cycle,30.877777777777776
Pons,CNS,mtDNA replication,12.092857142857143
Pons,CNS,mtDNA repair,20.27777777777778
Pons,CNS,Fatty acid oxidation,30.62272727272727
Pons,CNS,Protein import and sorting,54.79375
Pons,CNS,TIM22 carrier pathway,6.3999999999999995
Pons,CNS,Phospholipid metabolism,31.6
Pons,CNS,Complex IV,8900.51960784314
Pons,CNS,CIV assembly factors,40.65
Pons,CNS,Polycistronic mtRNA processing,19.16923076923077
Pons,CNS,mtRNA metabolism,22.064473684210526
Pons,CNS,Intramitochondrial membrane interactions,17.633333333333333
Pons,CNS,Lysine metabolism,50.1875
Pons,CNS,ROS and glutathione metabolism,119.62962962962963
Pons,CNS,Xenobiotic metabolism,41.25217391304348
Pons,CNS,Detoxification,79.15098039215687
Pons,CNS,Preprotein cleavage,36.15
Pons,CNS,CIII subunits,4877.6900000000005
Pons,CNS,Complex III,3059.5875000000005
Pons,CNS,CIII assembly factors,29.416666666666664
Pons,CNS,mt-tRNA synthetases,12.145454545454546
Pons,CNS,Translation,34.1258064516129
Pons,CNS,Electron carriers,3185.7866666666664
Pons,CNS,"Q-linked reactions, other",25.71818181818182
Pons,CNS,Choline and betaine metabolism,33.7
Pons,CNS,Glycine metabolism,29.44666666666667
Pons,CNS,Folate and 1-C metabolism,46.095238095238095
Pons,CNS,Vitamin metabolism,32.163265306122454
Pons,CNS,Vitamin D metabolism,3.8
Pons,CNS,Heme-containing proteins,18467.41538461538
Pons,CNS,Fe-S-containing proteins,49.56774193548387
Pons,CNS,Vitamin C metabolism,54.099999999999994
Pons,CNS,TOM,164.94444444444446
Pons,CNS,Cardiolipin synthesis,21.95
Pons,CNS,mt-rRNA modifications,31.061111111111114
Pons,CNS,Mitochondrial ribosome assembly,26.087500000000002
Pons,CNS,mtRNA granules,17.607142857142858
Pons,CNS,mt-tRNA modifications,10.222727272727273
Pons,CNS,Mitochondrial ribosome,41.486746987951804
Pons,CNS,Mitophagy,139.47857142857143
Pons,CNS,Autophagy,114.33333333333333
Pons,CNS,GABA metabolism,64.65714285714286
Pons,CNS,Proline metabolism,42.18333333333334
Pons,CNS,Gluconeogenesis,44.577777777777776
Pons,CNS,TCA-associated,34.300000000000004
Pons,CNS,TCA cycle,53.32
Pons,CNS,Fission,32.35333333333333
Pons,CNS,Cholesterol-associated,62.900000000000006
Pons,CNS,Coenzyme A metabolism,13.84
Pons,CNS,Catechol metabolism,87.10000000000001
Pons,CNS,cAMP-PKA signaling,24.133333333333333
Pons,CNS,"Cholesterol, bile acid, steroid synthesis",31.064285714285713
Pons,CNS,Branched-chain amino acid metabolism,35.376
Pons,CNS,Selenoproteins,130.6
Pons,CNS,Complex II,45.8
Pons,CNS,CII subunits,73.625
Pons,CNS,Ketone metabolism,38.4875
Pons,CNS,TIM23 presequence pathway,55.4
Pons,CNS,Translation factors,35.375
Pons,CNS,Copper metabolism,48.285714285714285
Pons,CNS,mtRNA stability and decay,30.876470588235296
Pons,CNS,Biotin utilizing proteins,21
Pons,CNS,Chaperones,68.025
Pons,CNS,Branched-chain amino acid dehydrogenase complex,19.483333333333334
Pons,CNS,Coenzyme Q metabolism,13.723076923076922
Pons,CNS,Immune response,60.68
Pons,CNS,NAD biosynthesis and metabolism,15.678571428571429
Pons,CNS,Glycine cleavage system,33.125
Pons,CNS,Complex V,8004.800000000001
Pons,CNS,CV subunits,9904.209523809524
Pons,CNS,Transcription,14.112499999999999
Pons,CNS,Amidoxime reducing complex,54
Pons,CNS,SAM,29.4
Pons,CNS,Respirasome assembly,100.075
Pons,CNS,mtDNA modifications,7.3
Pons,CNS,ABC transporters,8.125
Pons,CNS,Sulfur metabolism,23.445454545454545
Pons,CNS,Trafficking,17.82857142857143
Pons,CNS,Itaconate metabolism,26.65
Pons,CNS,Cytochromes,11875.975
Pons,CNS,fMet processing,3.033333333333333
Pons,CNS,Import motor,15.416666666666668
Pons,CNS,Organelle contact sites,64.4857142857143
Pons,CNS,MICOS complex,40.1
Pons,CNS,Cristae formation,178.4363636363636
Pons,CNS,Sideroflexins,18.04
Pons,CNS,Serine metabolism,13.92
Pons,CNS,mt-mRNA modifications,16.25
Pons,CNS,Vitamin B6 metabolism,22.35
Pons,CNS,Fusion,32.27777777777778
Pons,CNS,Carnitine synthesis and transport,13.133333333333333
Pons,CNS,Carnitine shuttle,14.16
Pons,CNS,Glyoxylate metabolism,93.60000000000001
Pons,CNS,CIV subunits,21557.47619047619
Pons,CNS,Propanoate metabolism,22.3
Pons,CNS,Glycerol phosphate shuttle,14
Pons,CNS,Glutamate metabolism,60.55
Pons,CNS,Tetrahydrobiopterin synthesis,241
Pons,CNS,Kynurenine metabolism,25.366666666666667
Pons,CNS,Molybdenum cofactor synthesis and proteins,11.9
Pons,CNS,Lipoate insertion,25.125
Pons,CNS,CV assembly factors,27.28
Pons,CNS,Iron homeostasis,1440.08
Pons,CNS,Vitamin B1 metabolism,13.5
Pons,CNS,mtDNA stability and decay,11.066666666666666
Pons,CNS,MIA40,15.966666666666667
Pons,CNS,Creatine metabolism,61.575
Pons,CNS,Vitamin B2 metabolism,16.833333333333332
Pons,CNS,Vitamin B12 metabolism,18.625
Pons,CNS,Eicosanoid metabolism,98.53333333333333
Pons,CNS,CII assembly factors,17.975
Pons,CNS,OXA,30.8
Pons,CNS,Vitamin A metabolism,6.52
Prostate,Reproductive,Apoptosis,31.265714285714285
Prostate,Reproductive,Mitochondrial dynamics and surveillance,40.70192307692307
Prostate,Reproductive,Proteases,18.803571428571427
Prostate,Reproductive,Protein homeostasis,32.66470588235294
Prostate,Reproductive,"Protein import, sorting and homeostasis",37.97209302325581
Prostate,Reproductive,CI assembly factors,16.65909090909091
Prostate,Reproductive,Complex I,1532.2000000000003
Prostate,Reproductive,OXPHOS assembly factors,24.85
