RNAseq_sampleID,Condition,Pathway,score,Line,Study_part,Passage,Days_grown_Udays,Treatments,Clinical_condition
Sample_31,Control,Complex V,167.9964056662438,hFB12,2,36,202,Control,Normal
Sample_31,Control,CV subunits,205.55798501919628,hFB12,2,36,202,Control,Normal
Sample_32,Control,OXPHOS subunits,583.401135112459,hFB13,2,6,22.08,Control,Normal
Sample_32,Control,Complex V,214.29064263867312,hFB13,2,6,22.08,Control,Normal
Sample_32,Control,CV subunits,262.8952782674483,hFB13,2,6,22.08,Control,Normal
Sample_33,Control,OXPHOS subunits,534.5548079687878,hFB13,2,9,38.04,Control,Normal
Sample_33,Control,Complex V,195.6094687052666,hFB13,2,9,38.04,Control,Normal
Sample_33,Control,CV subunits,239.79091941515512,hFB13,2,9,38.04,Control,Normal
Sample_34,Control,OXPHOS subunits,532.6243217331761,hFB13,2,12,53.04,Control,Normal
Sample_34,Control,Complex V,191.43909394600047,hFB13,2,12,53.04,Control,Normal
Sample_34,Control,CV subunits,234.43762289334285,hFB13,2,12,53.04,Control,Normal
Sample_35,Control,OXPHOS subunits,544.2817501486498,hFB13,2,15,68.29,Control,Normal
Sample_35,Control,Complex V,195.50296288126086,hFB13,2,15,68.29,Control,Normal
Sample_35,Control,CV subunits,239.3876029242663,hFB13,2,15,68.29,Control,Normal
Sample_36,Control,OXPHOS subunits,575.1559118519846,hFB13,2,18,83.17,Control,Normal
Sample_36,Control,Complex V,205.21795224563928,hFB13,2,18,83.17,Control,Normal
Sample_36,Control,CV subunits,251.63055058734636,hFB13,2,18,83.17,Control,Normal
Sample_37,Control,OXPHOS subunits,599.1029210314746,hFB13,2,21,98.13,Control,Normal
Sample_37,Control,Complex V,208.62030115990706,hFB13,2,21,98.13,Control,Normal
Sample_37,Control,CV subunits,256.03597288895037,hFB13,2,21,98.13,Control,Normal
Sample_38,Control,OXPHOS subunits,615.0434425743929,hFB13,2,24,115.33,Control,Normal
Sample_38,Control,Complex V,209.5242058287049,hFB13,2,24,115.33,Control,Normal
Sample_38,Control,CV subunits,256.75418524689314,hFB13,2,24,115.33,Control,Normal
Sample_39,Control,OXPHOS subunits,559.6156404002519,hFB13,2,27,136.29,Control,Normal
Sample_39,Control,Complex V,188.1773839783585,hFB13,2,27,136.29,Control,Normal
Sample_39,Control,CV subunits,230.4553872557697,hFB13,2,27,136.29,Control,Normal
Sample_40,Control,OXPHOS subunits,629.9495255135837,hFB13,2,30,158.21,Control,Normal
Sample_40,Control,Complex V,211.2629044834663,hFB13,2,30,158.21,Control,Normal
Sample_40,Control,CV subunits,259.2408610190329,hFB13,2,30,158.21,Control,Normal
Sample_41,Control,OXPHOS subunits,620.8845649979539,hFB13,2,33,182.08,Control,Normal
Sample_41,Control,Complex V,204.06409091374115,hFB13,2,33,182.08,Control,Normal
Sample_41,Control,CV subunits,250.38304599071802,hFB13,2,33,182.08,Control,Normal
Sample_42,Control,OXPHOS subunits,610.9835624912403,hFB13,2,36,202.25,Control,Normal
Sample_42,Control,Complex V,206.0816792237835,hFB13,2,36,202.25,Control,Normal
Sample_42,Control,CV subunits,252.66956043047006,hFB13,2,36,202.25,Control,Normal
Sample_43,Control,OXPHOS subunits,465.0516241105834,hFB14,2,10,22.42,Control,Normal
Sample_43,Control,Complex V,189.6571142386166,hFB14,2,10,22.42,Control,Normal
Sample_43,Control,CV subunits,232.50669366186477,hFB14,2,10,22.42,Control,Normal
Sample_44,Control,OXPHOS subunits,466.00271713531976,hFB14,2,13,39.13,Control,Normal
Sample_44,Control,Complex V,176.18870152939851,hFB14,2,13,39.13,Control,Normal
Sample_44,Control,CV subunits,215.75950207631496,hFB14,2,13,39.13,Control,Normal
Sample_45,Control,OXPHOS subunits,434.4272293125494,hFB14,2,16,55.04,Control,Normal
Sample_45,Control,Complex V,165.1768160917198,hFB14,2,16,55.04,Control,Normal
Sample_45,Control,CV subunits,201.99640782477454,hFB14,2,16,55.04,Control,Normal
Sample_46,Control,OXPHOS subunits,511.0224758099712,hFB14,2,19,70.13,Control,Normal
Sample_46,Control,Complex V,189.07086712892092,hFB14,2,19,70.13,Control,Normal
Sample_46,Control,CV subunits,231.57478030010103,hFB14,2,19,70.13,Control,Normal
Sample_47,Control,OXPHOS subunits,526.0876496164653,hFB14,2,22,85.08,Control,Normal
Sample_47,Control,Complex V,186.88429762053863,hFB14,2,22,85.08,Control,Normal
Sample_47,Control,CV subunits,228.8877596135627,hFB14,2,22,85.08,Control,Normal
Sample_48,Control,OXPHOS subunits,541.0397782849277,hFB14,2,25,100.29,Control,Normal
Sample_48,Control,Complex V,192.9162767884775,hFB14,2,25,100.29,Control,Normal
Sample_48,Control,CV subunits,236.32205466398977,hFB14,2,25,100.29,Control,Normal
Sample_49,Control,OXPHOS subunits,583.4873991046929,hFB14,2,31,140.38,Control,Normal
Sample_49,Control,Complex V,198.66287595101872,hFB14,2,31,140.38,Control,Normal
Sample_49,Control,CV subunits,243.1834637857009,hFB14,2,31,140.38,Control,Normal
Sample_21,Control,CV assembly factors,9.298052703101995,hFB12,2,6,21.21,Control,Normal
Sample_22,Control,CV assembly factors,9.5611559292226591,hFB12,2,9,37.33,Control,Normal
Sample_23,Control,CV assembly factors,10.362860616484774,hFB12,2,12,52.96,Control,Normal
Sample_24,Control,CV assembly factors,9.78791767468467,hFB12,2,15,68.08,Control,Normal
Sample_25,Control,CV assembly factors,10.145477546851936,hFB12,2,18,83.08,Control,Normal
Sample_26,Control,CV assembly factors,9.798209253966311,hFB12,2,21,98.08,Control,Normal
Sample_27,Control,CV assembly factors,9.16225269964138,hFB12,2,24,115,Control,Normal
Sample_28,Control,CV assembly factors,10.507406813608299,hFB12,2,27,134.96,Control,Normal
Sample_29,Control,CV assembly factors,9.520349576252665,hFB12,2,30,157.92,Control,Normal
Sample_30,Control,CV assembly factors,10.980929235930473,hFB12,2,33,180.88,Control,Normal
Sample_31,Control,CV assembly factors,10.237772383843527,hFB12,2,36,202,Control,Normal
Sample_32,Control,CV assembly factors,10.151172997817424,hFB13,2,6,22.08,Control,Normal
Sample_33,Control,CV assembly factors,10.047375723734978,hFB13,2,9,38.04,Control,Normal
Sample_34,Control,CV assembly factors,10.84527236716259,hFB13,2,12,53.04,Control,Normal
Sample_35,Control,CV assembly factors,11.187474700638145,hFB13,2,15,68.29,Control,Normal
Sample_36,Control,CV assembly factors,10.28503921046942,hFB13,2,18,83.17,Control,Normal
Sample_37,Control,CV assembly factors,9.474479897924896,hFB13,2,21,98.13,Control,Normal
Sample_38,Control,CV assembly factors,11.15829227231444,hFB13,2,24,115.33,Control,Normal
Sample_39,Control,CV assembly factors,10.609770213231755,hFB13,2,27,136.29,Control,Normal
Sample_40,Control,CV assembly factors,9.755487034086489,hFB13,2,30,158.21,Control,Normal
Sample_41,Control,CV assembly factors,9.524479590438366,hFB13,2,33,182.08,Control,Normal
Sample_42,Control,CV assembly factors,10.41257815570016,hFB13,2,36,202.25,Control,Normal
Sample_43,Control,CV assembly factors,9.688880660974295,hFB14,2,10,22.42,Control,Normal
Sample_44,Control,CV assembly factors,9.991339232349352,hFB14,2,13,39.13,Control,Normal
Sample_45,Control,CV assembly factors,10.534530812890061,hFB14,2,16,55.04,Control,Normal
Sample_46,Control,CV assembly factors,10.55443180996431,hFB14,2,19,70.13,Control,Normal
Sample_47,Control,CV assembly factors,10.469757249837542,hFB14,2,22,85.08,Control,Normal
Sample_48,Control,CV assembly factors,10.612009711325856,hFB14,2,25,100.29,Control,Normal
Sample_49,Control,CV assembly factors,11.676407045353669,hFB14,2,31,140.38,Control,Normal
Sample_21,Control,Mitochondrial ribosome,19.77045614928531,hFB12,2,6,21.21,Control,Normal
Sample_22,Control,Mitochondrial ribosome,18.59830745186163,hFB12,2,9,37.33,Control,Normal
Sample_23,Control,Mitochondrial ribosome,18.091865367495952,hFB12,2,12,52.96,Control,Normal
Sample_24,Control,Mitochondrial ribosome,17.93311282529462,hFB12,2,15,68.08,Control,Normal
Sample_25,Control,Mitochondrial ribosome,17.51912853804748,hFB12,2,18,83.08,Control,Normal
Sample_26,Control,Mitochondrial ribosome,17.007483699946896,hFB12,2,21,98.08,Control,Normal
Sample_27,Control,Mitochondrial ribosome,16.45237664453916,hFB12,2,24,115,Control,Normal
Sample_28,Control,Mitochondrial ribosome,16.68142933456997,hFB12,2,27,134.96,Control,Normal
Sample_29,Control,Mitochondrial ribosome,15.956574107734466,hFB12,2,30,157.92,Control,Normal
Sample_30,Control,Mitochondrial ribosome,16.803763235577858,hFB12,2,33,180.88,Control,Normal
Sample_31,Control,Mitochondrial ribosome,16.3638227133891,hFB12,2,36,202,Control,Normal
Sample_32,Control,Mitochondrial ribosome,19.76632874742703,hFB13,2,6,22.08,Control,Normal
Sample_33,Control,Mitochondrial ribosome,19.37361739769526,hFB13,2,9,38.04,Control,Normal
Sample_34,Control,Mitochondrial ribosome,18.982229558347974,hFB13,2,12,53.04,Control,Normal
Sample_35,Control,Mitochondrial ribosome,18.359331622365758,hFB13,2,15,68.29,Control,Normal
Sample_36,Control,Mitochondrial ribosome,18.91301423454771,hFB13,2,18,83.17,Control,Normal
Sample_37,Control,Mitochondrial ribosome,18.984683235111753,hFB13,2,21,98.13,Control,Normal
Sample_38,Control,Mitochondrial ribosome,17.689698503207385,hFB13,2,24,115.33,Control,Normal
Sample_39,Control,Mitochondrial ribosome,17.079788052151596,hFB13,2,27,136.29,Control,Normal
Sample_40,Control,Mitochondrial ribosome,16.815457813534774,hFB13,2,30,158.21,Control,Normal
Sample_41,Control,Mitochondrial ribosome,17.706920139553255,hFB13,2,33,182.08,Control,Normal
Sample_42,Control,Mitochondrial ribosome,17.413383684500932,hFB13,2,36,202.25,Control,Normal
Sample_43,Control,Mitochondrial ribosome,19.041497962788764,hFB14,2,10,22.42,Control,Normal
Sample_44,Control,Mitochondrial ribosome,17.89623681462501,hFB14,2,13,39.13,Control,Normal
Sample_45,Control,Mitochondrial ribosome,17.225204942273578,hFB14,2,16,55.04,Control,Normal
Sample_46,Control,Mitochondrial ribosome,17.455351117571315,hFB14,2,19,70.13,Control,Normal
Sample_47,Control,Mitochondrial ribosome,17.571690852161833,hFB14,2,22,85.08,Control,Normal
Sample_48,Control,Mitochondrial ribosome,17.36371993917794,hFB14,2,25,100.29,Control,Normal
Sample_49,Control,Mitochondrial ribosome,17.335414548718305,hFB14,2,31,140.38,Control,Normal
Sample_21,Control,Branched-chain amino acid dehydrogenase complex,30.012165851944598,hFB12,2,6,21.21,Control,Normal
Sample_22,Control,Branched-chain amino acid dehydrogenase complex,32.127312719813204,hFB12,2,9,37.33,Control,Normal
Sample_23,Control,Branched-chain amino acid dehydrogenase complex,31.06941910373196,hFB12,2,12,52.96,Control,Normal
Sample_24,Control,Branched-chain amino acid dehydrogenase complex,30.78465003998586,hFB12,2,15,68.08,Control,Normal
Sample_25,Control,Branched-chain amino acid dehydrogenase complex,28.877259129334913,hFB12,2,18,83.08,Control,Normal
Sample_26,Control,Branched-chain amino acid dehydrogenase complex,28.70063879696916,hFB12,2,21,98.08,Control,Normal
Sample_27,Control,Branched-chain amino acid dehydrogenase complex,28.75710430831744,hFB12,2,24,115,Control,Normal
Sample_28,Control,Branched-chain amino acid dehydrogenase complex,28.832374085845643,hFB12,2,27,134.96,Control,Normal
Sample_29,Control,Branched-chain amino acid dehydrogenase complex,30.472490117101724,hFB12,2,30,157.92,Control,Normal
Sample_30,Control,Branched-chain amino acid dehydrogenase complex,31.720741078275257,hFB12,2,33,180.88,Control,Normal
Sample_31,Control,Branched-chain amino acid dehydrogenase complex,30.36059329373311,hFB12,2,36,202,Control,Normal
Sample_32,Control,Branched-chain amino acid dehydrogenase complex,30.46969700551187,hFB13,2,6,22.08,Control,Normal
Sample_33,Control,Branched-chain amino acid dehydrogenase complex,30.171423585129954,hFB13,2,9,38.04,Control,Normal
Sample_34,Control,Branched-chain amino acid dehydrogenase complex,30.72530206550703,hFB13,2,12,53.04,Control,Normal
Sample_35,Control,Branched-chain amino acid dehydrogenase complex,30.961700180773924,hFB13,2,15,68.29,Control,Normal
Sample_36,Control,Branched-chain amino acid dehydrogenase complex,29.967039777168704,hFB13,2,18,83.17,Control,Normal
Sample_37,Control,Branched-chain amino acid dehydrogenase complex,33.112856282580225,hFB13,2,21,98.13,Control,Normal
Sample_38,Control,Branched-chain amino acid dehydrogenase complex,31.860098449856217,hFB13,2,24,115.33,Control,Normal
Sample_39,Control,Branched-chain amino acid dehydrogenase complex,29.997121712296842,hFB13,2,27,136.29,Control,Normal
Sample_40,Control,Branched-chain amino acid dehydrogenase complex,30.053537664741988,hFB13,2,30,158.21,Control,Normal
Sample_41,Control,Branched-chain amino acid dehydrogenase complex,32.22219309708264,hFB13,2,33,182.08,Control,Normal
Sample_42,Control,Branched-chain amino acid dehydrogenase complex,32.59487815332136,hFB13,2,36,202.25,Control,Normal
Sample_43,Control,Branched-chain amino acid dehydrogenase complex,30.13004521802805,hFB14,2,10,22.42,Control,Normal
Sample_44,Control,Branched-chain amino acid dehydrogenase complex,30.89738937242371,hFB14,2,13,39.13,Control,Normal
Sample_45,Control,Branched-chain amino acid dehydrogenase complex,29.480471782790804,hFB14,2,16,55.04,Control,Normal
Sample_46,Control,Branched-chain amino acid dehydrogenase complex,30.2745574626327,hFB14,2,19,70.13,Control,Normal
Sample_47,Control,Branched-chain amino acid dehydrogenase complex,32.63332973572615,hFB14,2,22,85.08,Control,Normal
Sample_48,Control,Branched-chain amino acid dehydrogenase complex,32.53000286758778,hFB14,2,25,100.29,Control,Normal
Sample_49,Control,Branched-chain amino acid dehydrogenase complex,33.67029710438513,hFB14,2,31,140.38,Control,Normal
Sample_21,Control,Mitophagy,40.45947851613839,hFB12,2,6,21.21,Control,Normal
Sample_21,Control,Autophagy,43.26661411881748,hFB12,2,6,21.21,Control,Normal
Sample_22,Control,Mitophagy,39.95976031652096,hFB12,2,9,37.33,Control,Normal
Sample_22,Control,Autophagy,43.46401264724846,hFB12,2,9,37.33,Control,Normal
Sample_23,Control,Mitophagy,42.7639327300251,hFB12,2,12,52.96,Control,Normal
Sample_23,Control,Autophagy,47.14781908720389,hFB12,2,12,52.96,Control,Normal
Sample_24,Control,Mitophagy,43.755421151884214,hFB12,2,15,68.08,Control,Normal
Sample_24,Control,Autophagy,47.520998513953415,hFB12,2,15,68.08,Control,Normal
Sample_25,Control,Mitophagy,46.67892154956909,hFB12,2,18,83.08,Control,Normal
Sample_25,Control,Autophagy,51.76497767565644,hFB12,2,18,83.08,Control,Normal
Sample_26,Control,Mitophagy,46.52073264560608,hFB12,2,21,98.08,Control,Normal
Sample_26,Control,Autophagy,50.72559081040756,hFB12,2,21,98.08,Control,Normal
Sample_27,Control,Mitophagy,44.73506332349362,hFB12,2,24,115,Control,Normal
Sample_27,Control,Autophagy,49.218573102969444,hFB12,2,24,115,Control,Normal
Sample_28,Control,Mitophagy,46.40548003466459,hFB12,2,27,134.96,Control,Normal
Sample_28,Control,Autophagy,50.084317947490284,hFB12,2,27,134.96,Control,Normal
Sample_29,Control,Mitophagy,45.81317435795234,hFB12,2,30,157.92,Control,Normal
Sample_29,Control,Autophagy,49.11506287609795,hFB12,2,30,157.92,Control,Normal
Sample_30,Control,Mitophagy,46.0904545357138,hFB12,2,33,180.88,Control,Normal
Sample_30,Control,Autophagy,49.94515782852941,hFB12,2,33,180.88,Control,Normal
Sample_31,Control,Mitophagy,44.39604692214267,hFB12,2,36,202,Control,Normal
Sample_31,Control,Autophagy,48.67402905293145,hFB12,2,36,202,Control,Normal
Sample_32,Control,Mitophagy,40.01239620870158,hFB13,2,6,22.08,Control,Normal
Sample_32,Control,Autophagy,42.40869074863239,hFB13,2,6,22.08,Control,Normal
Sample_33,Control,Mitophagy,40.493652879001,hFB13,2,9,38.04,Control,Normal
Sample_33,Control,Autophagy,43.016776683506556,hFB13,2,9,38.04,Control,Normal
Sample_34,Control,Mitophagy,42.360125620569065,hFB13,2,12,53.04,Control,Normal
Sample_34,Control,Autophagy,45.19482584132291,hFB13,2,12,53.04,Control,Normal
Sample_35,Control,Mitophagy,42.31575519517174,hFB13,2,15,68.29,Control,Normal
Sample_35,Control,Autophagy,45.57902098012582,hFB13,2,15,68.29,Control,Normal
Sample_36,Control,Mitophagy,44.41848973789725,hFB13,2,18,83.17,Control,Normal
Sample_36,Control,Autophagy,47.40718095623075,hFB13,2,18,83.17,Control,Normal
Sample_37,Control,Mitophagy,45.14370640373481,hFB13,2,21,98.13,Control,Normal
Sample_37,Control,Autophagy,49.16613653105863,hFB13,2,21,98.13,Control,Normal
Sample_38,Control,Mitophagy,46.744859371834615,hFB13,2,24,115.33,Control,Normal
Sample_38,Control,Autophagy,50.49148142909789,hFB13,2,24,115.33,Control,Normal
Sample_39,Control,Mitophagy,44.8272180896183,hFB13,2,27,136.29,Control,Normal
Sample_39,Control,Autophagy,49.43800144131099,hFB13,2,27,136.29,Control,Normal
Sample_40,Control,Mitophagy,44.80980922691401,hFB13,2,30,158.21,Control,Normal
Sample_40,Control,Autophagy,49.87422383223234,hFB13,2,30,158.21,Control,Normal
Sample_41,Control,Mitophagy,48.503379178898726,hFB13,2,33,182.08,Control,Normal
Sample_41,Control,Autophagy,52.2457531064212,hFB13,2,33,182.08,Control,Normal
Sample_42,Control,Mitophagy,50.79577531795966,hFB13,2,36,202.25,Control,Normal
Sample_42,Control,Autophagy,53.334229227980664,hFB13,2,36,202.25,Control,Normal
Sample_43,Control,Mitophagy,40.49820403002302,hFB14,2,10,22.42,Control,Normal
Sample_43,Control,Autophagy,43.2994888431079,hFB14,2,10,22.42,Control,Normal
Sample_44,Control,Mitophagy,43.748287725442246,hFB14,2,13,39.13,Control,Normal
Sample_44,Control,Autophagy,47.504228884060566,hFB14,2,13,39.13,Control,Normal
Sample_45,Control,Mitophagy,42.910763431040394,hFB14,2,16,55.04,Control,Normal
Sample_45,Control,Autophagy,47.60092300196436,hFB14,2,16,55.04,Control,Normal
Sample_46,Control,Mitophagy,44.49031774847503,hFB14,2,19,70.13,Control,Normal
Sample_46,Control,Autophagy,48.27209639024863,hFB14,2,19,70.13,Control,Normal
Sample_47,Control,Mitophagy,44.72169482494214,hFB14,2,22,85.08,Control,Normal
Sample_47,Control,Autophagy,49.18015828359936,hFB14,2,22,85.08,Control,Normal
Sample_48,Control,Mitophagy,44.602363407779876,hFB14,2,25,100.29,Control,Normal
Sample_48,Control,Autophagy,48.89129865035574,hFB14,2,25,100.29,Control,Normal
Sample_49,Control,Mitophagy,43.621139730028666,hFB14,2,31,140.38,Control,Normal
Sample_49,Control,Autophagy,48.2222653215281,hFB14,2,31,140.38,Control,Normal
Sample_21,Control,Complex III,275.5843995595865,hFB12,2,6,21.21,Control,Normal
Sample_21,Control,CIII assembly factors,16.54446477918549,hFB12,2,6,21.21,Control,Normal
Sample_22,Control,Complex III,273.50203703377906,hFB12,2,9,37.33,Control,Normal
Sample_22,Control,CIII assembly factors,16.615095203456775,hFB12,2,9,37.33,Control,Normal
Sample_23,Control,Complex III,268.6635475740151,hFB12,2,12,52.96,Control,Normal
Sample_23,Control,CIII assembly factors,15.675393054187433,hFB12,2,12,52.96,Control,Normal
Sample_24,Control,Complex III,280.74187200620406,hFB12,2,15,68.08,Control,Normal
Sample_24,Control,CIII assembly factors,15.397756322109196,hFB12,2,15,68.08,Control,Normal
Sample_25,Control,Complex III,306.5779159660756,hFB12,2,18,83.08,Control,Normal
Sample_25,Control,CIII assembly factors,15.988945912940652,hFB12,2,18,83.08,Control,Normal
Sample_26,Control,Complex III,312.9849275528255,hFB12,2,21,98.08,Control,Normal
Sample_26,Control,CIII assembly factors,18.165552567267092,hFB12,2,21,98.08,Control,Normal
Sample_27,Control,Complex III,291.4868900757135,hFB12,2,24,115,Control,Normal
Sample_27,Control,CIII assembly factors,16.500226108929105,hFB12,2,24,115,Control,Normal
Sample_28,Control,Complex III,280.1997243991205,hFB12,2,27,134.96,Control,Normal
Sample_28,Control,CIII assembly factors,15.630665427644963,hFB12,2,27,134.96,Control,Normal
Sample_29,Control,Complex III,251.93197111004463,hFB12,2,30,157.92,Control,Normal
Sample_29,Control,CIII assembly factors,15.452351324512996,hFB12,2,30,157.92,Control,Normal
Sample_30,Control,Complex III,256.0561715008746,hFB12,2,33,180.88,Control,Normal
Sample_30,Control,CIII assembly factors,15.872686130532424,hFB12,2,33,180.88,Control,Normal
Sample_31,Control,Complex III,247.54350785585507,hFB12,2,36,202,Control,Normal
Sample_31,Control,CIII assembly factors,16.79923592720452,hFB12,2,36,202,Control,Normal
Sample_32,Control,Complex III,296.69750064839496,hFB13,2,6,22.08,Control,Normal
Sample_32,Control,CIII assembly factors,16.286709262096572,hFB13,2,6,22.08,Control,Normal
Sample_33,Control,Complex III,278.7540423666012,hFB13,2,9,38.04,Control,Normal
Sample_33,Control,CIII assembly factors,15.452827844488812,hFB13,2,9,38.04,Control,Normal
Sample_34,Control,Complex III,266.0438620813172,hFB13,2,12,53.04,Control,Normal
Sample_34,Control,CIII assembly factors,14.676898185304259,hFB13,2,12,53.04,Control,Normal
Sample_35,Control,Complex III,265.97274509409027,hFB13,2,15,68.29,Control,Normal
Sample_35,Control,CIII assembly factors,15.40462115284063,hFB13,2,15,68.29,Control,Normal
Sample_36,Control,Complex III,290.1908387465382,hFB13,2,18,83.17,Control,Normal
Sample_36,Control,CIII assembly factors,15.90388442614699,hFB13,2,18,83.17,Control,Normal
Sample_37,Control,Complex III,294.42736969721614,hFB13,2,21,98.13,Control,Normal
Sample_37,Control,CIII assembly factors,15.54629859036021,hFB13,2,21,98.13,Control,Normal
Sample_38,Control,Complex III,296.82281112464847,hFB13,2,24,115.33,Control,Normal
Sample_38,Control,CIII assembly factors,14.345738414891134,hFB13,2,24,115.33,Control,Normal
Sample_39,Control,Complex III,283.5997016249919,hFB13,2,27,136.29,Control,Normal
Sample_39,Control,CIII assembly factors,13.762369408432448,hFB13,2,27,136.29,Control,Normal
Sample_40,Control,Complex III,330.74578940530785,hFB13,2,30,158.21,Control,Normal
Sample_40,Control,CIII assembly factors,14.607249627805283,hFB13,2,30,158.21,Control,Normal
Sample_41,Control,Complex III,304.52213479457157,hFB13,2,33,182.08,Control,Normal
Sample_41,Control,CIII assembly factors,15.08981238743018,hFB13,2,33,182.08,Control,Normal
Sample_42,Control,Complex III,291.56456935901906,hFB13,2,36,202.25,Control,Normal
Sample_42,Control,CIII assembly factors,13.937614746581254,hFB13,2,36,202.25,Control,Normal
Sample_43,Control,Complex III,203.89609485174716,hFB14,2,10,22.42,Control,Normal
Sample_43,Control,CIII assembly factors,17.644651085944098,hFB14,2,10,22.42,Control,Normal
Sample_44,Control,Complex III,216.2735036987372,hFB14,2,13,39.13,Control,Normal
Sample_44,Control,CIII assembly factors,16.76661504341552,hFB14,2,13,39.13,Control,Normal
Sample_45,Control,Complex III,203.20585354704102,hFB14,2,16,55.04,Control,Normal
Sample_45,Control,CIII assembly factors,15.874237987971727,hFB14,2,16,55.04,Control,Normal
Sample_46,Control,Complex III,237.06369753229066,hFB14,2,19,70.13,Control,Normal
Sample_46,Control,CIII assembly factors,16.123313740652694,hFB14,2,19,70.13,Control,Normal
Sample_47,Control,Complex III,246.94983121490964,hFB14,2,22,85.08,Control,Normal
Sample_47,Control,CIII assembly factors,15.69944785226413,hFB14,2,22,85.08,Control,Normal
Sample_48,Control,Complex III,260.66599208470456,hFB14,2,25,100.29,Control,Normal
Sample_48,Control,CIII assembly factors,17.110274129060972,hFB14,2,25,100.29,Control,Normal
Sample_49,Control,Complex III,279.2330905182325,hFB14,2,31,140.38,Control,Normal
Sample_49,Control,CIII assembly factors,16.778023738222114,hFB14,2,31,140.38,Control,Normal
Sample_21,Control,mt-rRNA modifications,17.370627563266755,hFB12,2,6,21.21,Control,Normal
Sample_22,Control,mt-rRNA modifications,16.949211509987613,hFB12,2,9,37.33,Control,Normal
Sample_23,Control,mt-rRNA modifications,17.159092264666462,hFB12,2,12,52.96,Control,Normal
Sample_24,Control,mt-rRNA modifications,15.822354200937324,hFB12,2,15,68.08,Control,Normal
Sample_25,Control,mt-rRNA modifications,15.365814738354942,hFB12,2,18,83.08,Control,Normal
Sample_26,Control,mt-rRNA modifications,16.025665638821984,hFB12,2,21,98.08,Control,Normal
Sample_27,Control,mt-rRNA modifications,15.177116354215231,hFB12,2,24,115,Control,Normal
Sample_28,Control,mt-rRNA modifications,14.737426583517806,hFB12,2,27,134.96,Control,Normal
Sample_29,Control,mt-rRNA modifications,15.908016134698366,hFB12,2,30,157.92,Control,Normal
Sample_30,Control,mt-rRNA modifications,14.889963517651621,hFB12,2,33,180.88,Control,Normal
Sample_31,Control,mt-rRNA modifications,15.965650325089284,hFB12,2,36,202,Control,Normal
Sample_32,Control,mt-rRNA modifications,18.842745454839445,hFB13,2,6,22.08,Control,Normal
Sample_33,Control,mt-rRNA modifications,17.3746178236416,hFB13,2,9,38.04,Control,Normal
Sample_34,Control,mt-rRNA modifications,17.57194142524309,hFB13,2,12,53.04,Control,Normal
Sample_35,Control,mt-rRNA modifications,17.623744472158677,hFB13,2,15,68.29,Control,Normal
Sample_36,Control,mt-rRNA modifications,16.891729389478634,hFB13,2,18,83.17,Control,Normal
Sample_37,Control,mt-rRNA modifications,16.416313591958037,hFB13,2,21,98.13,Control,Normal
Sample_38,Control,mt-rRNA modifications,16.367405514820852,hFB13,2,24,115.33,Control,Normal
Sample_39,Control,mt-rRNA modifications,15.939748877191828,hFB13,2,27,136.29,Control,Normal
Sample_40,Control,mt-rRNA modifications,16.51302062097263,hFB13,2,30,158.21,Control,Normal
Sample_41,Control,mt-rRNA modifications,16.334975319134333,hFB13,2,33,182.08,Control,Normal
Sample_42,Control,mt-rRNA modifications,14.999680979376901,hFB13,2,36,202.25,Control,Normal
Sample_43,Control,mt-rRNA modifications,16.629358406482208,hFB14,2,10,22.42,Control,Normal
Sample_44,Control,mt-rRNA modifications,16.238828721607174,hFB14,2,13,39.13,Control,Normal
Sample_45,Control,mt-rRNA modifications,16.6101381368423,hFB14,2,16,55.04,Control,Normal
Sample_46,Control,mt-rRNA modifications,16.10856838098255,hFB14,2,19,70.13,Control,Normal
Sample_47,Control,mt-rRNA modifications,15.816789271861634,hFB14,2,22,85.08,Control,Normal
Sample_48,Control,mt-rRNA modifications,16.336391587064224,hFB14,2,25,100.29,Control,Normal
Sample_49,Control,mt-rRNA modifications,16.521317740199155,hFB14,2,31,140.38,Control,Normal
Sample_21,Control,Translation factors,19.028349632162524,hFB12,2,6,21.21,Control,Normal
Sample_22,Control,Translation factors,18.299410878345864,hFB12,2,9,37.33,Control,Normal
Sample_23,Control,Translation factors,17.652462058095423,hFB12,2,12,52.96,Control,Normal
Sample_24,Control,Translation factors,17.877673514993475,hFB12,2,15,68.08,Control,Normal
Sample_25,Control,Translation factors,17.72263073108694,hFB12,2,18,83.08,Control,Normal
Sample_26,Control,Translation factors,16.963061533217846,hFB12,2,21,98.08,Control,Normal
Sample_27,Control,Translation factors,15.906839230615116,hFB12,2,24,115,Control,Normal
Sample_28,Control,Translation factors,16.917452449808035,hFB12,2,27,134.96,Control,Normal
Sample_29,Control,Translation factors,16.034198201243086,hFB12,2,30,157.92,Control,Normal
Sample_30,Control,Translation factors,17.626351492793848,hFB12,2,33,180.88,Control,Normal
Sample_31,Control,Translation factors,16.730716651421794,hFB12,2,36,202,Control,Normal
Sample_32,Control,Translation factors,19.20593574741829,hFB13,2,6,22.08,Control,Normal
Sample_33,Control,Translation factors,19.258752075117677,hFB13,2,9,38.04,Control,Normal
Sample_34,Control,Translation factors,18.81509010546768,hFB13,2,12,53.04,Control,Normal
Sample_35,Control,Translation factors,18.630324865273888,hFB13,2,15,68.29,Control,Normal
