Gene,Cerebrum,Cerebellum,Brainstem,Spinal cord,Kidney,Liver,Heart,Skeletal muscle,Adipose,Small intestine,Large intestine,Stomach,Placenta,Testis
Aldh1a7,6309573.44480193,79432823.47242822,3154786.722400965,39810717.05534969,1584893192.4611108,3162277660.1683793,3154786.722400965,3154786.722400965,1995262314.9688828,6309573444.801943,1584893192.4611108,398107170.5534969,1995262314.9688828,630957344.4801943
Kyat3,9976311.574844394,9976311.574844394,9976311.574844394,79432823.47242822,1995262314.9688828,630957344.4801943,158489319.2461111,9976311.574844394,251188643.1509582,19952623.149688788,25118864.315095823,794328234.7242821,50118723.36272725,794328234.7242821
Oxsm,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,100000000,15848931.924611142,7924465.962305571,158489319.2461111,19952623.149688788,158489319.2461111,7924465.962305571,63095734.448019296,316227766.01683795
mt-Nd3,501187233.6272715,251188643.1509582,501187233.6272715,100000000,794328234.7242821,50000000,251188643.1509582,158489319.2461111,316227766.01683795,398107170.5534969,158489319.2461111,251188643.1509582,199526231.49688828,50000000
Adck1,12589254.117941663,6294627.058970831,6294627.058970831,39810717.05534969,39810717.05534969,6294627.058970831,19952623.149688788,31622776.60168379,100000000,6294627.058970831,6294627.058970831,31622776.60168379,63095734.448019296,6294627.058970831
Slc25a33,19905358.527674846,19905358.527674846,50118723.36272725,39810717.05534969,19905358.527674846,19905358.527674846,19905358.527674846,19905358.527674846,19905358.527674846,19905358.527674846,19905358.527674846,19905358.527674846,39810717.05534969,100000000
Mgst1,3162277.6601683795,1581138.8300841898,19952623.149688788,199526231.49688828,1581138.8300841898,25118864315.09582,10000000,50118723.36272725,3981071705.5349693,1000000000,501187233.6272715,15848931.924611142,398107170.5534969,1995262314.9688828
Nsun4,39716411.73621411,39716411.73621411,39716411.73621411,39716411.73621411,39716411.73621411,39716411.73621411,39716411.73621411,39716411.73621411,39716411.73621411,39716411.73621411,39716411.73621411,39716411.73621411,79432823.47242822,39716411.73621411
Tmem205,9976311.574844394,9976311.574844394,9976311.574844394,9976311.574844394,9976311.574844394,316227766.01683795,9976311.574844394,9976311.574844394,19952623.149688788,9976311.574844394,9976311.574844394,9976311.574844394,9976311.574844394,9976311.574844394
Dbi,158489319.2461111,158489319.2461111,501187233.6272715,100000000,3162277660.1683793,1584893192.4611108,39716411.73621411,39716411.73621411,1995262314.9688828,1584893192.4611108,79432823.47242822,79432823.47242822,1000000000,199526231.49688828
Coasy,39810717.05534969,31622776.60168379,158489319.2461111,158489319.2461111,3981071705.5349693,794328234.7242821,15811388.300841896,15811388.300841896,501187233.6272715,63095734.448019296,398107170.5534969,316227766.01683795,63095734.448019296,251188643.1509582
Ptcd1,3971641.173621411,7943282.347242822,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,15848931.924611142,3971641.173621411,15848931.924611142,3971641.173621411
Mtfp1,1995262314.9688828,1584893192.4611108,2511886431.509582,501187233.6272715,794328234.7242821,630957344.4801943,1584893192.4611108,398107170.5534969,125892541.17941661,199526231.49688828,251188643.1509582,501187233.6272715,31622776.60168379,251188643.1509582
Coa4,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,7943282.347242822,3971641.173621411
Ephx2,6294627.058970831,6294627.058970831,6294627.058970831,6294627.058970831,5011872336.272715,7943282347.242822,251188643.1509582,12589254.117941663,3162277660.1683793,501187233.6272715,6294627.058970831,125892541.17941661,6294627.058970831,6294627.058970831
Nrd1,79244659.62305555,79244659.62305555,79244659.62305555,79244659.62305555,79244659.62305555,79244659.62305555,79244659.62305555,79244659.62305555,79244659.62305555,79244659.62305555,79244659.62305555,79244659.62305555,79244659.62305555,158489319.2461111
Acacb,15848931.924611142,25118864.315095823,39810717.05534969,3162277.6601683795,50118723.36272725,199526231.49688828,1581138.8300841898,1581138.8300841898,158489319.2461111,1581138.8300841898,19952623.149688788,31622776.60168379,63095734.448019296,31622776.60168379
Mavs,3154786.722400965,3154786.722400965,63095734.448019296,3154786.722400965,3154786.722400965,3154786.722400965,3154786.722400965,316227766.01683795,50118723.36272725,3154786.722400965,3154786.722400965,3154786.722400965,6309573.44480193,158489319.2461111
Tmem143,19952623.149688788,25118864.315095823,15848931.924611142,63095734.448019296,50118723.36272725,19952623.149688788,199526231.49688828,125892541.17941661,251188643.1509582,7924465.962305571,79432823.47242822,50118723.36272725,100000000,7924465.962305571
Mtpap,31622776.60168379,50118723.36272725,12559432.157547912,50118723.36272725,12559432.157547912,31622776.60168379,12559432.157547912,25118864.315095823,79432823.47242822,50118723.36272725,251188643.1509582,25118864.315095823,501187233.6272715,158489319.2461111
Cmpk2,7924465.962305571,7924465.962305571,7924465.962305571,63095734.448019296,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,15848931.924611142,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571
Glyctk,15811388.300841896,15811388.300841896,15811388.300841896,15811388.300841896,1995262314.9688828,398107170.5534969,15811388.300841896,15811388.300841896,15811388.300841896,15811388.300841896,15811388.300841896,15811388.300841896,31622776.60168379,15811388.300841896
Rpusd4,12559432.157547912,12559432.157547912,12559432.157547912,12559432.157547912,12559432.157547912,12559432.157547912,12559432.157547912,12559432.157547912,12559432.157547912,12559432.157547912,12559432.157547912,12559432.157547912,25118864.315095823,12559432.157547912
Smim20,50118723.36272725,50118723.36272725,63095734.448019296,25118864.315095823,63095734.448019296,12589254.117941663,79432823.47242822,3971641.173621411,7943282.347242822,25118864.315095823,3971641.173621411,3971641.173621411,39810717.05534969,79432823.47242822
Arg2,3154786.722400965,3154786.722400965,3154786.722400965,3154786.722400965,125892541.17941661,3154786.722400965,3154786.722400965,3154786.722400965,6309573.44480193,39810717055.34969,630957344.4801943,3154786.722400965,398107170.5534969,3154786.722400965
Ptrh2,398107170.5534969,251188643.1509582,501187233.6272715,199526231.49688828,630957344.4801943,501187233.6272715,125892541.17941661,158489319.2461111,398107170.5534969,31622776.60168379,794328234.7242821,316227766.01683795,1000000000,1000000000
Lyrm1,7924465.962305571,7924465.962305571,15848931.924611142,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,79432823.47242822
Aars2,199526231.49688828,158489319.2461111,100000000,5011872.336272725,125892541.17941661,31622776.60168379,1990535.8527674847,50118723.36272725,39810717.05534969,3981071.7055349695,398107170.5534969,50118723.36272725,19952623.149688788,251188643.1509582
Acsl1,398107170.5534969,251188643.1509582,398107170.5534969,398107170.5534969,3981071705.5349693,25118864315.09582,15848931924.611109,15848931924.611109,25118864315.09582,199526231.49688828,199526231.49688828,5011872336.272715,31622776.60168379,79432823.47242822
Dnajc30,31622776.60168379,39810717.05534969,50118723.36272725,3162277.6601683795,1581138.8300841898,1581138.8300841898,6309573.44480193,10000000,19952623.149688788,1581138.8300841898,31622776.60168379,5011872.336272725,1581138.8300841898,1581138.8300841898
Tmlhe,19905358.527674846,19905358.527674846,19905358.527674846,19905358.527674846,158489319.2461111,19905358.527674846,19905358.527674846,19905358.527674846,398107170.5534969,1000000000,199526231.49688828,501187233.6272715,79432823.47242822,39810717.05534969
Bax,12589254.117941663,6309573.44480193,10000000,3154786.722400965,3154786.722400965,3154786.722400965,3154786.722400965,3154786.722400965,31622776.60168379,3154786.722400965,316227766.01683795,3154786.722400965,79432823.47242822,79432823.47242822
Cryzl2,100000000,63095734.448019296,1000000000,630957344.4801943,15848931924.611109,794328234.7242821,12559432.157547912,12559432.157547912,794328234.7242821,12559432.157547912,125892541.17941661,25118864.315095823,501187233.6272715,794328234.7242821
Dnm1l,19952623.149688788,125892541.17941661,501187233.6272715,316227766.01683795,9976311.574844394,9976311.574844394,9976311.574844394,9976311.574844394,9976311.574844394,9976311.574844394,9976311.574844394,9976311.574844394,9976311.574844394,9976311.574844394
Pxmp2,630957.344480193,6309573.44480193,2511886.4315095823,7943282.347242822,1995262314.9688828,3162277660.1683793,25118864.315095823,10000000,251188643.1509582,12589254.117941663,7943282.347242822,315478.6722400965,7943282.347242822,31622776.60168379
Cox20,251188643.1509582,199526231.49688828,316227766.01683795,125892541.17941661,316227766.01683795,251188643.1509582,199526231.49688828,50118723.36272725,125892541.17941661,251188643.1509582,630957344.4801943,398107170.5534969,398107170.5534969,251188643.1509582
Tmem177,31622776.60168379,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,63095734.448019296,3971641.173621411,3971641.173621411,7943282.347242822,25118864.315095823,158489319.2461111
Tk2,158489319.2461111,63095734.448019296,79432823.47242822,12559432.157547912,12559432.157547912,12559432.157547912,12559432.157547912,12559432.157547912,25118864.315095823,12559432.157547912,12559432.157547912,12559432.157547912,12559432.157547912,12559432.157547912
Fundc1,251188643.1509582,251188643.1509582,398107170.5534969,125892541.17941661,79432823.47242822,15811388.300841896,15811388.300841896,31622776.60168379,100000000,15811388.300841896,100000000,31622776.60168379,15811388.300841896,39810717.05534969
Pgs1,158489319.2461111,9976311.574844394,9976311.574844394,19952623.149688788,9976311.574844394,9976311.574844394,9976311.574844394,9976311.574844394,9976311.574844394,9976311.574844394,9976311.574844394,9976311.574844394,50118723.36272725,9976311.574844394
Fasn,31622776.60168379,100000000,1000000000,31622776.60168379,997631.1574844394,100000000,997631.1574844394,15848931.924611142,2511886431.509582,3981071.7055349695,997631.1574844394,1995262.3149688789,100000000,1584893192.4611108
Cbr2,79432823.47242822,63095734.448019296,63095734.448019296,25118864.315095823,12559432.157547912,12559432.157547912,100000000,251188643.1509582,7943282347.242822,39810717.05534969,1000000000,199526231.49688828,1995262314.9688828,1258925411.794166
Fam210b,79432823.47242822,39810717.05534969,19952623.149688788,7943282.347242822,3971641.173621411,251188643.1509582,3971641.173621411,3971641.173621411,39810717.05534969,63095734.448019296,63095734.448019296,31622776.60168379,398107170.5534969,501187233.6272715
Sfxn2,19905358.527674846,19905358.527674846,19905358.527674846,19905358.527674846,158489319.2461111,398107170.5534969,19905358.527674846,19905358.527674846,100000000,19905358.527674846,39810717.05534969,100000000,79432823.47242822,158489319.2461111
Otc,15811388.300841896,100000000,15811388.300841896,31622776.60168379,6309573444.801943,79432823472.42822,15811388.300841896,1995262314.9688828,63095734.448019296,25118864315.09582,5011872336.272715,1258925411.794166,251188643.1509582,15811388.300841896
Txnrd1,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,15848931.924611142,7924465.962305571,316227766.01683795,7924465.962305571,7924465.962305571,39810717.05534969,63095734.448019296
Arf5,794328234.7242821,630957344.4801943,1995262314.9688828,630957344.4801943,3971641.173621411,25118864.315095823,3971641.173621411,7943282.347242822,50118723.36272725,251188643.1509582,100000000,25118864.315095823,316227766.01683795,398107170.5534969
Trmt10c,199053.58527674846,199053.58527674846,199053.58527674846,199053.58527674846,199053.58527674846,199053.58527674846,199053.58527674846,199053.58527674846,199053.58527674846,199053.58527674846,398107.1705534969,199053.58527674846,15848931.924611142,199053.58527674846
Them7,792446596.2305554,792446596.2305554,792446596.2305554,792446596.2305554,1584893192.4611108,792446596.2305554,792446596.2305554,792446596.2305554,792446596.2305554,792446596.2305554,792446596.2305554,792446596.2305554,792446596.2305554,792446596.2305554
Lactb2,12559432.157547912,12559432.157547912,12559432.157547912,12559432.157547912,7943282347.242822,630957344.4801943,12559432.157547912,12559432.157547912,12559432.157547912,12559432.157547912,63095734.448019296,25118864.315095823,12559432.157547912,12559432.157547912
Smim26,79432823.47242822,39810717.05534969,100000000,31622776.60168379,251188643.1509582,19952623.149688788,10000000,5000000,5000000,5000000,5000000,5000000,39810717.05534969,31622776.60168379
Pgam5,398107170.5534969,199526231.49688828,100000000,100000000,3971641.173621411,3971641.173621411,3971641.173621411,7943282.347242822,316227766.01683795,3971641.173621411,63095734.448019296,3971641.173621411,2511886431.509582,1995262314.9688828
Ptpmt1,794328234.7242821,501187233.6272715,1258925411.794166,398107170.5534969,398107170.5534969,398107170.5534969,19952623.149688788,100000000,398107170.5534969,398107170.5534969,794328234.7242821,158489319.2461111,398107170.5534969,501187233.6272715
Hebp1,251188643.1509582,50118723.36272725,25059361.681363624,25059361.681363624,25059361.681363624,158489319.2461111,25059361.681363624,25059361.681363624,1584893192.4611108,25059361.681363624,25059361.681363624,25059361.681363624,125892541.17941661,25059361.681363624
Abcd1,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,7943282.347242822,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411
Hsdl1,501187233.6272715,199526231.49688828,398107170.5534969,501187233.6272715,12559432.157547912,12559432.157547912,12559432.157547912,12559432.157547912,100000000,25118864.315095823,158489319.2461111,63095734.448019296,794328234.7242821,794328234.7242821
Cbr3,3162277.6601683795,1581138.8300841898,1581138.8300841898,6309573.44480193,1581138.8300841898,1581138.8300841898,1581138.8300841898,1581138.8300841898,15848931.924611142,31622776.60168379,39810717.05534969,19952623.149688788,1581138.8300841898,1581138.8300841898
Prdx6,63095734.448019296,79432823.47242822,251188643.1509582,100000000,2505936.1681363625,125892541.17941661,2505936.1681363625,2505936.1681363625,5011872.336272725,79432823.47242822,15848931.924611142,2505936.1681363625,316227766.01683795,794328234.7242821
Dnajc4,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,7943282.347242822,3971641.173621411,3971641.173621411,3971641.173621411
Cebpzos,6309573.44480193,1581138.8300841898,3162277.6601683795,7943282.347242822,1581138.8300841898,12589254.117941663,10000000,3981071.7055349695,12589254.117941663,1581138.8300841898,25118864.315095823,1581138.8300841898,25118864.315095823,6309573.44480193
Foxred1,500000,500000,500000,500000,500000,500000,500000,500000,63095734.448019296,500000,1000000,500000,63095734.448019296,25118864.315095823
Eri3,79432823.47242822,31622776.60168379,15811388.300841896,15811388.300841896,15811388.300841896,15811388.300841896,15811388.300841896,15811388.300841896,15811388.300841896,15811388.300841896,15811388.300841896,15811388.300841896,15811388.300841896,15811388.300841896
Dhx30,199526231.49688828,398107170.5534969,251188643.1509582,31622776.60168379,39810717.05534969,12589254.117941663,5000000,63095734.448019296,10000000,5000000,251188643.1509582,63095734.448019296,79432823.47242822,1258925411.794166
Bcl2l13,316227766.01683795,251188643.1509582,398107170.5534969,100000000,125892541.17941661,2511886.4315095823,630957344.4801943,794328234.7242821,794328234.7242821,1255943.2157547912,251188643.1509582,39810717.05534969,630957344.4801943,251188643.1509582
Acp6,125892541.17941661,15811388.300841896,15811388.300841896,63095734.448019296,501187233.6272715,199526231.49688828,15811388.300841896,31622776.60168379,630957344.4801943,1258925411.794166,398107170.5534969,39810717.05534969,158489319.2461111,251188643.1509582
Cox7a2l,316227766.01683795,125892541.17941661,316227766.01683795,199526231.49688828,100000000,199526231.49688828,63095734.448019296,7943282.347242822,125892541.17941661,158489319.2461111,199526231.49688828,125892541.17941661,398107170.5534969,79432823.47242822
Tstd1,19905358.527674846,19905358.527674846,19905358.527674846,19905358.527674846,39810717.05534969,19905358.527674846,19905358.527674846,19905358.527674846,19905358.527674846,158489319.2461111,1000000000,19905358.527674846,19905358.527674846,19905358.527674846
Qdpr,251188643.1509582,158489319.2461111,1000000000,251188643.1509582,316227766.01683795,316227766.01683795,6294627.058970831,6294627.058970831,25118864.315095823,6294627.058970831,6294627.058970831,12589254.117941663,79432823.47242822,63095734.448019296
Acsm2,50000000,50000000,50000000,50000000,316227766016.83795,2511886431.509582,100000000,50000000,50000000,50000000,50000000,50000000,50000000,50000000
Osbpl1a,316227766.01683795,792446.5962305571,792446.5962305571,792446.5962305571,792446.5962305571,1584893.1924611141,792446.5962305571,792446.5962305571,792446.5962305571,792446.5962305571,25118864.315095823,792446.5962305571,125892541.17941661,792446.5962305571
Mtif3,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,15848931.924611142,7924465.962305571,7924465.962305571,7924465.962305571
Pet100,25118864.315095823,3154786.722400965,3154786.722400965,12589254.117941663,63095734.448019296,6309573.44480193,12589254.117941663,3154786.722400965,3154786.722400965,25118864.315095823,100000000,3154786.722400965,19952623.149688788,3154786.722400965
Tfb1m,12559432.157547912,12559432.157547912,31622776.60168379,12559432.157547912,12559432.157547912,12559432.157547912,12559432.157547912,12559432.157547912,12559432.157547912,12559432.157547912,25118864.315095823,12559432.157547912,79432823.47242822,398107170.5534969
Fth1,79432823.47242822,5011872.336272725,251188643.1509582,50118723.36272725,2505936.1681363625,125892541.17941661,2505936.1681363625,2505936.1681363625,199526231.49688828,100000000,31622776.60168379,79432823.47242822,1258925411.794166,2505936.1681363625
Tspo,15811388.300841896,15811388.300841896,15811388.300841896,39810717.05534969,1258925411.794166,630957344.4801943,15811388.300841896,31622776.60168379,1584893192.4611108,199526231.49688828,630957344.4801943,398107170.5534969,2511886431.509582,501187233.6272715
Glyat,5000000,5000000,5000000,10000000,39810717055.34969,15848931924.611109,5000000,5000000,5000000,5000000,5000000,5000000,25118864.315095823,5000000
Tmem186,100000000,125892541.17941661,251188643.1509582,50118723.36272725,12559432.157547912,31622776.60168379,31622776.60168379,63095734.448019296,125892541.17941661,63095734.448019296,125892541.17941661,25118864.315095823,79432823.47242822,158489319.2461111
Pex11b,251188643.1509582,398107170.5534969,794328234.7242821,501187233.6272715,501187233.6272715,398107170.5534969,1581138.8300841898,1581138.8300841898,3162277.6601683795,199526231.49688828,31622776.60168379,1581138.8300841898,158489319.2461111,251188643.1509582
Sod1,1584893192.4611108,1000000000,5011872336.272715,794328234.7242821,3162277660.1683793,3162277660.1683793,158489319.2461111,316227766.01683795,1995262314.9688828,1000000000,501187233.6272715,1000000000,1000000000,1584893192.4611108
Star,158113883.00841898,158113883.00841898,158113883.00841898,158113883.00841898,158113883.00841898,158113883.00841898,158113883.00841898,158113883.00841898,158113883.00841898,158113883.00841898,158113883.00841898,158113883.00841898,158113883.00841898,316227766.01683795
Gtpbp10,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,15848931.924611142,7924465.962305571,25118864.315095823,7924465.962305571
Acss3,50000000,50000000,50000000,50000000,100000000,1258925411.794166,50000000,50000000,2511886431.509582,50000000,50000000,50000000,1000000000,125892541.17941661
Ccdc51,199526231.49688828,50118723.36272725,158489319.2461111,7943282.347242822,501187233.6272715,39810717.05534969,50118723.36272725,39810717.05534969,158489319.2461111,125892541.17941661,251188643.1509582,15848931.924611142,630957344.4801943,31622776.60168379
Acot9,316227766.01683795,39810717.05534969,251188643.1509582,199526231.49688828,1584893192.4611108,19905358.527674846,50118723.36272725,158489319.2461111,1995262314.9688828,1995262314.9688828,125892541.17941661,251188643.1509582,3981071705.5349693,3162277660.1683793
Ndufaf3,794328234.7242821,630957344.4801943,630957344.4801943,398107170.5534969,794328234.7242821,158489319.2461111,251188643.1509582,63095734.448019296,199526231.49688828,251188643.1509582,398107170.5534969,199526231.49688828,158489319.2461111,158489319.2461111
Flad1,997631.1574844394,997631.1574844394,997631.1574844394,6309573.44480193,997631.1574844394,997631.1574844394,997631.1574844394,997631.1574844394,100000000,997631.1574844394,997631.1574844394,1995262.3149688789,997631.1574844394,997631.1574844394
Acaca,1255943.2157547912,1255943.2157547912,79432823.47242822,15848931.924611142,1255943.2157547912,3981071.7055349695,1255943.2157547912,1255943.2157547912,63095734.448019296,1255943.2157547912,25118864.315095823,2511886.4315095823,39810717.05534969,125892541.17941661
Kmo,125594321.5754791,125594321.5754791,125594321.5754791,125594321.5754791,251188643.1509582,2511886431.509582,125594321.5754791,125594321.5754791,125594321.5754791,125594321.5754791,125594321.5754791,125594321.5754791,125594321.5754791,125594321.5754791
Oxr1,31622776.60168379,158489319.2461111,398107170.5534969,15811388.300841896,15811388.300841896,15811388.300841896,15811388.300841896,15811388.300841896,15811388.300841896,15811388.300841896,15811388.300841896,15811388.300841896,15811388.300841896,15811388.300841896
Nudt9,7943282.347242822,7943282.347242822,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,50118723.36272725,125892541.17941661
Thnsl1,794328234.7242821,398107170.5534969,630957344.4801943,794328234.7242821,7924465.962305571,7924465.962305571,7924465.962305571,39810717.05534969,79432823.47242822,7924465.962305571,50118723.36272725,15848931.924611142,7924465.962305571,2511886431.509582
Pycr2,251188643.1509582,63095734.448019296,158489319.2461111,630957344.4801943,31547867.224009648,31547867.224009648,31547867.224009648,31547867.224009648,398107170.5534969,31547867.224009648,501187233.6272715,199526231.49688828,2511886431.509582,1995262314.9688828
Hint1,79432823.47242822,39810717.05534969,630957344.4801943,100000000,50118723.36272725,19905358.527674846,19905358.527674846,19905358.527674846,19905358.527674846,158489319.2461111,19905358.527674846,19905358.527674846,100000000,125892541.17941661
Ybey,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,7943282.347242822,3971641.173621411,19952623.149688788,25118864.315095823
Gm4952,1255943215.754791,1255943215.754791,1255943215.754791,1255943215.754791,2511886431.509582,10000000000,1255943215.754791,1255943215.754791,1255943215.754791,1255943215.754791,1255943215.754791,1255943215.754791,1255943215.754791,1255943215.754791
Fabp1,2505936168.1363573,2505936168.1363573,2505936168.1363573,2505936168.1363573,2505936168.1363573,5011872336.272715,2505936168.1363573,2505936168.1363573,2505936168.1363573,5011872336.272715,2505936168.1363573,2505936168.1363573,2505936168.1363573,2505936168.1363573
Mettl15,6294627.058970831,6294627.058970831,6294627.058970831,6294627.058970831,6294627.058970831,6294627.058970831,6294627.058970831,6294627.058970831,6294627.058970831,6294627.058970831,19952623.149688788,6294627.058970831,12589254.117941663,6294627.058970831
Ldhb,794328234.7242821,316227766.01683795,3981071705.5349693,1000000000,199526231.49688828,25118864.315095823,9976311.574844394,9976311.574844394,158489319.2461111,316227766.01683795,25118864.315095823,19952623.149688788,199526231.49688828,3981071705.5349693
Lyrm9,1990535.8527674847,5011872.336272725,1990535.8527674847,1990535.8527674847,1990535.8527674847,1990535.8527674847,3981071.7055349695,1990535.8527674847,3981071.7055349695,1990535.8527674847,1990535.8527674847,1990535.8527674847,1990535.8527674847,25118864.315095823
Mtarc1,251188643.1509582,31622776.60168379,158489319.2461111,7943282.347242822,1995262314.9688828,5011872336.272715,3971641.173621411,50118723.36272725,3162277660.1683793,1995262314.9688828,398107170.5534969,25118864.315095823,501187233.6272715,501187233.6272715
Plpbp,251188643.1509582,63095734.448019296,158489319.2461111,251188643.1509582,251188643.1509582,79432823.47242822,100000000,10000000,199526231.49688828,158489319.2461111,125892541.17941661,63095734.448019296,1000000000,63095734.448019296
Mul1,5000000,5000000,5000000,5000000,5000000,5000000,5000000,39810717.05534969,5000000,5000000,10000000,5000000,5000000,5000000
Vps13d,316227766.01683795,79432823.47242822,50118723.36272725,501187233.6272715,199526231.49688828,19905358.527674846,19905358.527674846,39810717.05534969,19905358.527674846,19905358.527674846,19905358.527674846,19905358.527674846,19905358.527674846,19905358.527674846
Dmac2,100000000,79432823.47242822,63095734.448019296,997631.1574844394,997631.1574844394,997631.1574844394,997631.1574844394,997631.1574844394,997631.1574844394,997631.1574844394,997631.1574844394,1995262.3149688789,997631.1574844394,997631.1574844394
Micu1,398107170.5534969,501187233.6272715,251188643.1509582,39810717.05534969,9976311.574844394,9976311.574844394,9976311.574844394,100000000,19952623.149688788,630957344.4801943,501187233.6272715,50118723.36272725,199526231.49688828,100000000
Nt5dc3,1584893192.4611108,251188643.1509582,501187233.6272715,100000000,6294627.058970831,6294627.058970831,6294627.058970831,501187233.6272715,6294627.058970831,6294627.058970831,6294627.058970831,12589254.117941663,316227766.01683795,63095734.448019296
Nipsnap3a,79432823.47242822,25118864.315095823,25118864.315095823,63095734.448019296,125892541.17941661,398107170.5534969,12559432.157547912,12559432.157547912,79432823.47242822,316227766.01683795,100000000,63095734.448019296,251188643.1509582,1258925411.794166
Top3a,12559432.157547912,12559432.157547912,12559432.157547912,12559432.157547912,12559432.157547912,12559432.157547912,12559432.157547912,12559432.157547912,12559432.157547912,12559432.157547912,12559432.157547912,12559432.157547912,12559432.157547912,25118864.315095823
Amacr,7924465.962305571,7924465.962305571,7924465.962305571,7924465.962305571,19952623149.688828,2511886431.509582,7924465.962305571,7924465.962305571,15848931.924611142,31622776.60168379,7924465.962305571,7924465.962305571,7924465.962305571,79432823.47242822
Micu3,630957344.4801943,1000000000,501187233.6272715,50118723.36272725,1990535.8527674847,1990535.8527674847,1990535.8527674847,158489319.2461111,1990535.8527674847,1990535.8527674847,1990535.8527674847,3981071.7055349695,1990535.8527674847,1990535.8527674847
Pnkd,15848931.924611142,10000000,5000000,39810717.05534969,5000000,39810717.05534969,5000000,5000000,15848931.924611142,63095734.448019296,251188643.1509582,50118723.36272725,31622776.60168379,79432823.47242822
Car5a,250593616.81363574,250593616.81363574,250593616.81363574,250593616.81363574,250593616.81363574,501187233.6272715,250593616.81363574,250593616.81363574,250593616.81363574,250593616.81363574,250593616.81363574,250593616.81363574,250593616.81363574,250593616.81363574
Arl2,19952623.149688788,9976311.574844394,158489319.2461111,25118864.315095823,9976311.574844394,9976311.574844394,9976311.574844394,9976311.574844394,50118723.36272725,9976311.574844394,25118864.315095823,9976311.574844394,9976311.574844394,9976311.574844394
Synj2bp,630957344.4801943,316227766.01683795,794328234.7242821,398107170.5534969,125892541.17941661,316227766.01683795,6309573.44480193,63095734.448019296,158489319.2461111,3154786.722400965,630957344.4801943,79432823.47242822,398107170.5534969,1258925411.794166
Fdps,6294627.058970831,6294627.058970831,6294627.058970831,6294627.058970831,6294627.058970831,79432823.47242822,6294627.058970831,6294627.058970831,12589254.117941663,31622776.60168379,50118723.36272725,6294627.058970831,199526231.49688828,6294627.058970831
Ociad1,794328234.7242821,398107170.5534969,398107170.5534969,501187233.6272715,31622776.60168379,316227766.01683795,316227766.01683795,7943282.347242822,316227766.01683795,199526231.49688828,630957344.4801943,158489319.2461111,794328234.7242821,1995262314.9688828
Nme6,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,7943282.347242822,3971641.173621411,3971641.173621411,3971641.173621411
Ahcyl1,315478.6722400965,315478.6722400965,63095734.448019296,19952623.149688788,315478.6722400965,315478.6722400965,315478.6722400965,315478.6722400965,315478.6722400965,1258925.411794166,315478.6722400965,630957.344480193,315478.6722400965,315478.6722400965
Smim8,63095734.448019296,7943282.347242822,39810717.05534969,25118864.315095823,39810717.05534969,3971641.173621411,3971641.173621411,3971641.173621411,31622776.60168379,3971641.173621411,3971641.173621411,3971641.173621411,39810717.05534969,79432823.47242822
Idi1,251188643.1509582,251188643.1509582,398107170.5534969,158489319.2461111,251188643.1509582,63095734.448019296,7924465.962305571,7924465.962305571,100000000,50118723.36272725,79432823.47242822,15848931.924611142,199526231.49688828,251188643.1509582
Mtx3,50118723.36272725,25118864.315095823,251188643.1509582,199526231.49688828,12559432.157547912,12559432.157547912,12559432.157547912,12559432.157547912,12559432.157547912,12559432.157547912,12559432.157547912,12559432.157547912,12559432.157547912,12559432.157547912
